Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-07-07 00:00:00,144.0659942626953,144.06700134277344,143.8699951171875,143.9739990234375,0,0.0,0.0
2023-07-07 01:00:00,143.9720001220703,144.20199584960938,143.79400634765625,144.072998046875,0,0.0,0.0
2023-07-07 02:00:00,144.07000732421875,144.10699462890625,143.97000122070312,144.01499938964844,0,0.0,0.0
2023-07-07 03:00:00,144.01499938964844,144.07000732421875,143.9199981689453,143.9980010986328,0,0.0,0.0
2023-07-07 04:00:00,143.99899291992188,144.0019989013672,143.86000061035156,143.91200256347656,0,0.0,0.0
2023-07-07 05:00:00,143.91000366210938,143.95599365234375,143.7899932861328,143.83399963378906,0,0.0,0.0
2023-07-07 06:00:00,143.83599853515625,143.8560028076172,143.5240020751953,143.57000732421875,0,0.0,0.0
2023-07-07 07:00:00,143.57000732421875,143.6490020751953,143.35000610351562,143.4010009765625,0,0.0,0.0
2023-07-07 08:00:00,143.4010009765625,143.5229949951172,143.13400268554688,143.23300170898438,0,0.0,0.0
2023-07-07 09:00:00,143.2310028076172,143.25599670410156,142.94000244140625,142.95899963378906,0,0.0,0.0
2023-07-07 10:00:00,142.95799255371094,143.1269989013672,142.8699951171875,143.1060028076172,0,0.0,0.0
2023-07-07 11:00:00,143.10699462890625,143.23399353027344,143.07000732421875,143.2220001220703,0,0.0,0.0
2023-07-07 12:00:00,143.2209930419922,143.36000061035156,143.15499877929688,143.23599243164062,0,0.0,0.0
2023-07-07 13:00:00,143.23699951171875,143.3769989013672,142.5780029296875,143.23300170898438,0,0.0,0.0
2023-07-07 14:00:00,143.23599243164062,143.41799926757812,142.3300018310547,142.64199829101562,0,0.0,0.0
2023-07-07 15:00:00,142.63900756835938,142.7449951171875,142.08999633789062,142.22000122070312,0,0.0,0.0
2023-07-07 16:00:00,142.21800231933594,142.33799743652344,142.16000366210938,142.218994140625,0,0.0,0.0
2023-07-07 17:00:00,142.2169952392578,142.23500061035156,142.05999755859375,142.1060028076172,0,0.0,0.0
2023-07-07 18:00:00,142.10800170898438,142.19400024414062,142.0800018310547,142.14300537109375,0,0.0,0.0
2023-07-07 19:00:00,142.14500427246094,142.1649932861328,142.10000610351562,142.1300048828125,0,0.0,0.0
2023-07-07 20:00:00,142.1280059814453,142.1699981689453,142.0800018310547,142.1269989013672,0,0.0,0.0
2023-07-07 21:00:00,142.1320037841797,142.13699340820312,142.05599975585938,142.11000061035156,0,0.0,0.0
2023-07-10 00:00:00,142.18699645996094,142.28700256347656,142.1479949951172,142.2100067138672,0,0.0,0.0
2023-07-10 01:00:00,142.2100067138672,142.54100036621094,142.1179962158203,142.49000549316406,0,0.0,0.0
2023-07-10 02:00:00,142.48899841308594,142.61500549316406,142.427001953125,142.5,0,0.0,0.0
2023-07-10 03:00:00,142.50100708007812,142.9029998779297,142.4669952392578,142.81199645996094,0,0.0,0.0
2023-07-10 04:00:00,142.81300354003906,142.88299560546875,142.69400024414062,142.7689971923828,0,0.0,0.0
2023-07-10 05:00:00,142.76800537109375,143.0050048828125,142.76699829101562,142.98800659179688,0,0.0,0.0
2023-07-10 06:00:00,142.98399353027344,142.98800659179688,142.68800354003906,142.74400329589844,0,0.0,0.0
2023-07-10 07:00:00,142.73899841308594,142.7429962158203,142.3800048828125,142.44000244140625,0,0.0,0.0
2023-07-10 08:00:00,142.43899536132812,142.49899291992188,142.22999572753906,142.29400634765625,0,0.0,0.0
2023-07-10 09:00:00,142.29400634765625,142.51400756835938,142.27000427246094,142.31900024414062,0,0.0,0.0
2023-07-10 10:00:00,142.31700134277344,142.531005859375,142.25,142.49099731445312,0,0.0,0.0
2023-07-10 11:00:00,142.48899841308594,142.60000610351562,142.39999389648438,142.44400024414062,0,0.0,0.0
2023-07-10 12:00:00,142.44500732421875,142.4810028076172,142.125,142.1280059814453,0,0.0,0.0
2023-07-10 13:00:00,142.13099670410156,142.51400756835938,142.05999755859375,142.41700744628906,0,0.0,0.0
2023-07-10 14:00:00,142.41600036621094,142.4199981689453,141.6199951171875,141.71400451660156,0,0.0,0.0
2023-07-10 15:00:00,141.70599365234375,141.8090057373047,141.5500030517578,141.6959991455078,0,0.0,0.0
2023-07-10 16:00:00,141.69400024414062,141.697998046875,141.50999450683594,141.56199645996094,0,0.0,0.0
2023-07-10 17:00:00,141.5590057373047,141.61099243164062,141.41000366210938,141.4759979248047,0,0.0,0.0
2023-07-10 18:00:00,141.4770050048828,141.49099731445312,141.3000030517578,141.36099243164062,0,0.0,0.0
2023-07-10 19:00:00,141.36300659179688,141.4199981689453,141.2899932861328,141.3090057373047,0,0.0,0.0
2023-07-10 20:00:00,141.3090057373047,141.32899475097656,141.25999450683594,141.2969970703125,0,0.0,0.0
2023-07-10 21:00:00,141.2989959716797,141.3350067138672,141.26300048828125,141.31100463867188,0,0.0,0.0
2023-07-10 22:00:00,141.30599975585938,141.36099243164062,141.23599243164062,141.31900024414062,0,0.0,0.0
2023-07-10 23:00:00,141.31900024414062,141.3350067138672,141.1999969482422,141.3090057373047,0,0.0,0.0
2023-07-11 00:00:00,141.31399536132812,141.33399963378906,141.1999969482422,141.30599975585938,0,0.0,0.0
2023-07-11 01:00:00,141.30299377441406,141.45899963378906,141.13999938964844,141.3489990234375,0,0.0,0.0
2023-07-11 02:00:00,141.34500122070312,141.3520050048828,141.05999755859375,141.06399536132812,0,0.0,0.0
2023-07-11 03:00:00,141.0659942626953,141.1230010986328,140.60699462890625,140.6179962158203,0,0.0,0.0
2023-07-11 04:00:00,140.61599731445312,140.8800048828125,140.60000610351562,140.7899932861328,0,0.0,0.0
2023-07-11 05:00:00,140.79100036621094,140.81199645996094,140.59800720214844,140.75900268554688,0,0.0,0.0
2023-07-11 06:00:00,140.75599670410156,140.875,140.56500244140625,140.86099243164062,0,0.0,0.0
2023-07-11 07:00:00,140.86199951171875,140.94500732421875,140.5800018310547,140.59100341796875,0,0.0,0.0
2023-07-11 08:00:00,140.59300231933594,140.82699584960938,140.41000366210938,140.5290069580078,0,0.0,0.0
2023-07-11 09:00:00,140.531005859375,140.62600708007812,140.4320068359375,140.54800415039062,0,0.0,0.0
