Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-05-01 00:00:00+01:00,10.26692008972168,10.26908016204834,10.255499839782715,10.260299682617188,0,0.0,0.0
2023-05-01 01:00:00+01:00,10.259550094604492,10.269800186157227,10.255459785461426,10.263050079345703,0,0.0,0.0
2023-05-01 02:00:00+01:00,10.263899803161621,10.268899917602539,10.260899543762207,10.267399787902832,0,0.0,0.0
2023-05-01 03:00:00+01:00,10.265999794006348,10.269749641418457,10.263400077819824,10.264699935913086,0,0.0,0.0
2023-05-01 04:00:00+01:00,10.26453971862793,10.266799926757812,10.256199836730957,10.257599830627441,0,0.0,0.0
2023-05-01 05:00:00+01:00,10.256509780883789,10.262040138244629,10.254899978637695,10.258700370788574,0,0.0,0.0
2023-05-01 06:00:00+01:00,10.258700370788574,10.262510299682617,10.254599571228027,10.257200241088867,0,0.0,0.0
2023-05-01 07:00:00+01:00,10.256779670715332,10.27042007446289,10.254899978637695,10.263199806213379,0,0.0,0.0
2023-05-01 08:00:00+01:00,10.26276969909668,10.283570289611816,10.258990287780762,10.273099899291992,0,0.0,0.0
2023-05-01 09:00:00+01:00,10.272820472717285,10.29004955291748,10.266900062561035,10.289199829101562,0,0.0,0.0
2023-05-01 10:00:00+01:00,10.28870964050293,10.295649528503418,10.283780097961426,10.289239883422852,0,0.0,0.0
2023-05-01 11:00:00+01:00,10.289250373840332,10.294870376586914,10.278499603271484,10.27929973602295,0,0.0,0.0
2023-05-01 12:00:00+01:00,10.279840469360352,10.295249938964844,10.27787971496582,10.292369842529297,0,0.0,0.0
2023-05-01 13:00:00+01:00,10.291799545288086,10.29835033416748,10.270099639892578,10.271200180053711,0,0.0,0.0
2023-05-01 14:00:00+01:00,10.271300315856934,10.293270111083984,10.26928997039795,10.291080474853516,0,0.0,0.0
2023-05-01 15:00:00+01:00,10.29010009765625,10.324990272521973,10.28969955444336,10.318599700927734,0,0.0,0.0
2023-05-01 16:00:00+01:00,10.317970275878906,10.336299896240234,10.317910194396973,10.329330444335938,0,0.0,0.0
2023-05-01 17:00:00+01:00,10.329050064086914,10.334600448608398,10.322819709777832,10.32919979095459,0,0.0,0.0
2023-05-01 18:00:00+01:00,10.329170227050781,10.332440376281738,10.325559616088867,10.326800346374512,0,0.0,0.0
